,road,chainage,lrp,lat,lon,gap,type,name,avg_truck_AADT
10896,R160,76.579,LRP077b,23.0701104,91.9107778,,Culvert,Box Culvert,
10897,R160,77.1,LRP077c,23.0709438,91.9150556,,Culvert,Box Culvert,
10898,R160,77.23,LRP078,23.072064489655173,91.91630073103448,,KmPost,Khagrachhari 13 km,
10899,R160,77.245,LRP078a,23.0721938,91.9164444,,Culvert,Box culvert,
10900,R160,77.589,LRP078b,23.074416,91.9179716,BS,Bridge,Bridge start,
10901,R160,77.636,LRP078c,23.0746382,91.9180549,BE,Bridge,Bridge end,
10902,R160,78.245,LRP079,23.0775271,91.9212771,,KmPost,Khagrachhari 12 km,
10903,R160,79.245,LRP080,23.0782493,91.9301382,,KmPost,Km post missing,
10904,R160,80.245,LRP081,23.0792493,91.9386386,,KmPost,Khagrachhari 10 km,
10905,R160,81.285,LRP082,23.083583,91.9468052,,KmPost,Khagrachhari 09 km,
10906,R160,82.27,LRP083,23.0819438,91.9548056,,KmPost,Khagrachhari 8 km,
10907,R160,83.255,LRP084,23.0887497,91.9529167,,KmPost,Khagrachhari 7 km,
10908,R160,84.265,LRP085,23.0944163,91.9550556,,KmPost,Khagrachhari 6 km,
10909,R160,84.928,LRP085a,23.0932497,91.9575556,BS,Bridge,Bridge start,
10910,R160,84.968,LRP085b,23.0929163,91.9575556,BE,Bridge,Bridge end,
10911,R160,85.255,LRP086,23.0914719,91.9608611,,KmPost,Khagrachhari 5 km,
10912,R160,86.215,LRP087,23.0922219,91.9682216,,KmPost,Khagrachhari 4 km,
10913,R160,86.66,LRP087a,23.094333,91.9701938,,Culvert,Box Culvert,
10914,R160,86.74,LRP087b,23.0946941,91.9725271,,"SideRoad,Right","R162, Manikchari- Khagrachari road",
10915,R160,87.235,LRP088,23.0978886,91.9693604,,KmPost,Khagrachhari 3 km,
10916,R160,87.37,LRP088a,23.0986663,91.9684438,,Culvert,Box culvert,
10917,R160,87.628,LRP088b,23.1004722,91.9669993,,Culvert,Box Culvert,
10918,R160,87.765,LRP088c,23.1015833,91.9675827,,Culvert,Box Culvert,
10919,R160,87.98,LRP088d,23.1025833,91.9684438,,Culvert,Box Culvert,
10920,R160,88.01,LRP088e,23.1033611,91.9688604,BS,Bridge,Bridge start,
10921,R160,88.122,LRP088f,23.1042778,91.9692493,BE,Bridge,Bridge end,
10922,R160,88.235,LRP089,23.1053333,91.9696938,,KmPost,Khagrachhari 2 km,
10923,R160,88.384,LRP089a,23.1065556,91.9702493,,Culvert,Box culvert,
10924,R160,88.654,LRP089b,23.1087222,91.9713604,,Culvert,Box culvert,
10925,R160,88.935,LRP089c,23.11025,91.9734716,,Culvert,Box culvert,
10926,R160,89.14,LRP089d,23.1112222,91.9751104,,Culvert,Box Culvert,
10927,R160,89.2,LRP090,23.1115,91.9755549,,KmPost,Khagrachhari 1 km,
10928,R160,89.274,LRP090a,23.1118611,91.9762216,,Culvert,Box culvert,
10929,R160,89.492,LRP090b,23.1128889,91.9779716,,Culvert,Box culvert,
10930,R160,89.884,LRP090c,23.1136111,91.9794716,,"SideRoad,Left","Z1604, Khagrachhai- Dighinala- Panchari road",
10931,R160,89.912,LRP090d,23.1137222,91.979416,,"SideRoad,Left","Z1603, Khagrachhai- Dighinala- Panchari road",
10932,R160,90.392,LRP091,23.107796333333333,91.98111973333332,,KmPost,Khagrachhari 0 km,
10933,R160,90.452,LRP091a,23.107232819047617,91.9816831904762,BS,Bridge,Bridge start,
10934,R160,90.462,LRP091b,23.1071389,91.9817771,BE,Bridge,Bridge end,
10935,R160,91.89,LRP092,23.1132778,91.9919163,,KmPost,Khagrachhari 1 km,
10936,R160,92.06,LRP092a,23.1136944,91.9927774,,Culvert,Box Culvert,
10937,R160,92.341,LRP092b,23.1161111,91.9936663,,Culvert,Box Culvert,
10938,R160,92.53,LRP092c,23.1166389,91.9938052,,Culvert,Box Culvert,
10939,R160,92.78,LRP092d,23.1197493,91.9937774,BS,Bridge,Baily Bridge start,
10940,R160,92.82,LRP092e,23.1201938,91.9771938,BE,Bridge,Baily Bridge end,
10941,R160,92.892,LRP093,23.12076342025316,91.9775060278481,,KmPost,Km post missing,
10942,R160,93.294,LRPE,23.1239438,91.9792493,,Others,Road End with Z1063 near Army cantonment,
10943,R161,0.0,LRPS,22.6087778,92.0964719,,Others,"Start of road from N 106 at Ghagra, Rangamati.",
10944,R161,0.984,LRP001,22.6008056,92.0978052,,KmPost,"Bandarban 63 km, Chandragona 20 km",
10945,R161,1.757,LRP001a,22.594833,92.0968886,BS,Bridge,Bridge start,
10946,R161,1.79,LRP001b,22.5946941,92.0966108,BE,Bridge,Bridge end,
10947,R161,1.996,LRP002,22.593083,92.097333,,KmPost,Bandarban 62 km,
10948,R161,2.996,LRP003,22.5869719,92.1023611,,KmPost,Km post missing,
10949,R161,3.988,LRP004,22.5789993,92.1052222,,KmPost,Bandarban 60 km,
10950,R161,4.988,LRP005,22.5712493,92.1084722,,KmPost,Km post missing,
10951,R161,5.988,LRP006,22.5651389,92.1120278,,KmPost,Km post missing,
10952,R161,6.981,LRP007,22.5576667,92.1134167,,KmPost,Info missing,
10953,R161,7.981,LRP008,22.5498608,92.1167771,,KmPost,Km post missing,
10954,R161,8.985,LRP009,22.5427219,92.119416,,KmPost,Info missing,
10955,R161,9.999,LRP010,22.5352497,92.1208604,,KmPost,Info missing,
10956,R161,10.994,LRP011,22.5309438,92.1258327,,KmPost,Info missing,
10957,R161,11.994,LRP012,22.5228604,92.1292771,,KmPost,Km post missing,
10958,R161,12.329,LRP012a,22.5202771,92.1306938,BS,Bridge,Baily Bridge start,
10959,R161,12.341,LRP012b,22.5201938,92.1307216,BE,Bridge,Baily Bridge end,
10960,R161,12.949,LRP013,22.5160833,92.1329993,,KmPost,Info missing,
10961,R161,13.949,LRP014,22.5105556,92.135833,,KmPost,Km post missing,
10962,R161,14.956,LRP015,22.5028889,92.1389719,,KmPost,Info missing,
10963,R161,14.971,LRP015a,22.5027778,92.139083,,"SideRoad,Left",Road to Baraichhari Kaptai (R 164) Road,
10964,R161,14.978,LRP015b,22.5027222,92.1390274,,Culvert,Box Culvert,
10965,R161,15.136,LRP015c,22.5018611,92.1377774,,Culvert,Box Culvert,
10966,R161,15.183,LRP016,22.5016111,92.1375552,,KmPost,"Ctg (Mohona) 38 km, Chandragona 3 km",
10967,R161,15.349,LRP016a,22.5013333,92.1363886,,Culvert,Box Culvert,
10968,R161,15.667,LRP016b,22.5004444,92.1344719,,Culvert,Box Culvert,
10969,R161,16.183,LRP017,22.4959441,92.1341663,,KmPost,Km post missing,
10970,R161,16.544,LRP017a,22.4929163,92.134583,,Culvert,Box Culvert,
10971,R161,16.77,LRP017b,22.4917219,92.1329993,,Culvert,Box Culvert,
10972,R161,16.817,LRP017c,22.4913886,92.1327771,,Culvert,Box Culvert,
10973,R161,17.17,LRP018,22.4907497,92.1300271,,KmPost,"Ctg (Mohona) 36 km, Chandragona 01 km",
10974,R161,17.28,LRP018a,22.490083,92.1294438,BS,Bridge,Bridge start,
10975,R161,17.285,LRP018b,22.4900274,92.129416,BE,Bridge,Bridge end,
10976,R161,17.802,LRP018c,22.4894163,92.1276382,,Culvert,Box Culvert,
10977,R161,17.973,LRP019,22.4868886,92.1249993,,KmPost,Info missing,
10978,R161,18.935,LRP019a,22.4787493,92.1275271,,Culvert,Box Culvert,
10979,R161,18.973,LRP020,22.4783327,92.1274993,,KmPost,Km post missing,
10980,R161,19.184,LRP021,22.4765549,92.1278604,,KmPost,Info missing,
10981,R161,19.677,LRP021a,22.4722493,92.1288049,,Culvert,Box Culvert,
10982,R161,19.972,LRP021b,22.471666,92.1288882,,"SideRoad,Right","R163, Chittagong -Chandraghona road",
10983,R161,20.184,LRP022,22.4676938,92.1296104,,KmPost,Km post missing,
10984,R161,20.369,LRP022a,22.4661389,92.1299438,FS,Others,Start of Ferry ghat,
10985,R161,20.725,LRP022b,22.462589391061453,92.1328028877095,FE,Others,End of Ferry ghat,
10986,R161,21.085,LRP022c,22.459,92.1356941,BS,Bridge,Bridge start,
10987,R161,21.104,LRP022d,22.4588333,92.1357774,BE,Bridge,Bridge end,
10988,R161,21.184,LRP023,22.45825,92.1360552,,KmPost,Km post missing,
10989,R161,21.626,LRP024,22.4579167,92.136333,,KmPost,Gohira 21 km,
10990,R161,21.738,LRP024a,22.4509722,92.1384441,,Culvert,Slab Culvert,
10991,R161,22.656,LRP025,22.4459997,92.1391663,,KmPost,Gohira 22 km,
10992,R161,22.711,LRP025a,22.4456386,92.1394163,,Culvert,Box Culvert,
10993,R161,23.272,LRP025b,22.4413886,92.1421108,,Culvert,Slab Culvert,
10994,R161,23.664,LRP026,22.4382774,92.1436663,,KmPost,Gohira 23 km,
10995,R161,24.664,LRP027,22.4308049,92.1478886,,KmPost,Gohira 24 km,
10996,R161,25.664,LRP028,22.4231938,92.1500556,,KmPost,Gohira 25 km,
10997,R161,26.689,LRP029,22.4160278,92.1525833,,KmPost,Gohira 26 km,
10998,R161,26.959,LRP029a,22.4143333,92.1541944,,Culvert,Box Culvert,
10999,R161,27.701,LRP030,22.4089167,92.1570556,,KmPost,Gohira 27 km,
11000,R161,28.701,LRP031,22.4021667,92.1527222,,KmPost,Gohira 28 km,
11001,R161,29.701,LRP032,22.3911941,92.1502222,,KmPost,Gohira 29 km,
11002,R161,30.728,LRP033,22.3853886,92.1513889,,KmPost / KmPost,Gohira 30 km/ Start of Bandarban road Division / Gohira 30 km/ Start of Bandarban road Division,
11003,R161,31.756,LRP034,22.3795827,92.1461386,,KmPost,Gohira 31 km,
11004,R161,32.085,LRP034a,22.3773049,92.1444997,BS,Bridge,Baily Bridge start,
11005,R161,32.118,LRP034b,22.3770271,92.1444441,BE,Bridge,Baily Bridge end,
11006,R161,32.294,LRP034c,22.3754716,92.1442774,,"SideRoad,Left",Z1814 to Rajshali.,
11007,R161,32.775,LRP035,22.3715549,92.1427497,,KmPost,Gohira 32 km,
11008,R161,33.145,LRP035a,22.3682771,92.1424997,BS,Bridge,Baily Bridge start,
11009,R161,33.174,LRP035b,22.3680271,92.1424719,BE,Bridge,Baily Bridge end,
11010,R161,33.775,LRP036,22.363,92.1415274,,KmPost,Gohira 33 km,
11011,R161,34.496,LRP036a,22.3578611,92.1389997,BS,Bridge,Baily Bridge start,
11012,R161,34.5,LRP036b,22.35775,92.1388608,BE,Bridge,Baily Bridge end,
11013,R161,34.775,LRP037,22.3563611,92.1370274,,KmPost,Gohira 34 km,
11014,R161,35.6,LRP037a,22.3556667,92.1328882,,"SideRoad,Right","Z 1636, RANGUNIA-SUKBILASH ROAD",
11015,R161,35.642,LRP037b,22.3534167,92.132166,,Culvert,Box Culvert,
11016,R161,35.708,LRP037c,22.3529167,92.1324438,,Culvert,Box Culvert,
11017,R161,35.775,LRP038,22.3524444,92.1327771,,KmPost,Gohira 35 km,
11018,R161,35.824,LRP038a,22.3521111,92.1330271,,Culvert,Box Culvert,
11019,R161,36.775,LRP039,22.3449441,92.1376663,,KmPost,Gohira 36 km,
11020,R161,37.014,LRP039a,22.3431941,92.1389719,BS,Bridge,Baily Bridge start,
11021,R161,37.031,LRP039b,22.343083,92.139083,BE,Bridge,Baily Bridge end,
11022,R161,37.179,LRP039c,22.3419163,92.1393608,BS,Bridge,Bridge start,
11023,R161,37.282,LRP039d,22.3410552,92.1389997,BE,Bridge,Bridge end,
11024,R161,37.775,LRP040,22.3353886,92.1394997,,KmPost,Gohira 37 km,
11025,R161,38.775,LRP041,22.3265827,92.1408886,,KmPost,Gohira 38 km,
11026,R161,39.032,LRP041a,22.3256938,92.1412497,BS,Bridge,Baily Bridge start,
11027,R161,39.13,LRP041b,22.3248327,92.1414441,BE,Bridge,Baily Bridge end,
11028,R161,39.495,LRP042,22.3247216,92.1441663,,KmPost,Gohira 39 km,
11029,R161,40.507,LRP043,22.3180549,92.1491386,,KmPost,Gohira 40 km,
11030,R161,40.801,LRP043a,22.316,92.1508056,BS,Bridge,Baily Bridge start,
11031,R161,40.817,LRP043b,22.3158889,92.1508056,BE,Bridge,Baily Bridge end,
11032,R161,41.104,LRP043c,22.3133611,92.1511944,BS,Bridge,Bridge start,
11033,R161,41.127,LRP043d,22.31325,92.1513056,BE,Bridge,Bridge end,
11034,R161,41.473,LRP043e,22.3106667,92.1527778,,Bridge,Bridge start,
11035,R161,41.507,LRP044,22.3105278,92.1529722,,KmPost,Gohira 41 km,
11036,R161,41.514,LRP044a,22.3105,92.1530833,BS,Bridge,Baily Bridge start,
11037,R161,41.805,LRP044b,22.3092222,92.1551389,BE,Bridge,Baily Bridge end,
11038,R161,41.82,LRP044c,22.3092222,92.15525,BS,Bridge,Baily Bridge start,
11039,R161,41.868,LRP044d,22.3092222,92.1557222,BE,Bridge,Baily Bridge end,
11040,R161,41.887,LRP044e,22.3091944,92.1558889,,Bridge,Bridge end,
11041,R161,42.365,LRP044f,22.3068333,92.1590556,,Culvert,Pipe Culvert,
11042,R161,42.507,LRP045,22.3058889,92.1586944,,KmPost,Km post missing,
11043,R161,42.525,LRP045a,22.30575,92.1586389,BS,Bridge,Baily Bridge start,
11044,R161,42.539,LRP045b,22.3056667,92.1585833,BE,Bridge,Baily Bridge end,
11045,R161,42.736,LRP045c,22.3040833,92.1589722,BS,Bridge,Bridge start,
11046,R161,42.753,LRP045d,22.3039444,92.1590278,BE,Bridge,Bridge end,
11047,R161,42.836,LRP045e,22.3032222,92.1590833,BS,Bridge,Bridge start,
11048,R161,42.849,LRP045f,22.3031111,92.1591111,BE,Bridge,Bridge end,
11049,R161,43.126,LRP045g,22.3011389,92.1578333,,Culvert,Box Culvert,
11050,R161,43.325,LRP045h,22.2996941,92.1576389,,Culvert,Box Culvert,
11051,R161,43.455,LRP045i,22.2986663,92.1574167,BS,Bridge,Baily Bridge start,
11052,R161,43.474,LRP045j,22.2985274,92.1573333,BE,Bridge,Baily Bridge end,
11053,R161,43.569,LRP046,22.2978052,92.1573333,,KmPost,Gohira 43 km,
11054,R161,43.681,LRP046a,22.2969719,92.1573611,,Culvert,Box Culvert,
11055,R161,43.899,LRP046b,22.2954441,92.1578056,,Culvert,Box Culvert,
11056,R161,44.569,LRP047,22.2901386,92.1589444,,KmPost,Gohira 44 km,
11057,R161,44.852,LRP047a,22.2878608,92.1590833,BS,Bridge,Baily Bridge start,
11058,R161,44.868,LRP047b,22.2877497,92.159,BE,Bridge,Baily Bridge end,
11059,R161,45.132,LRP047c,22.2854719,92.1585833,BS,Bridge,Baily Bridge start,
11060,R161,45.152,LRP047d,22.2852774,92.1585556,BE,Bridge,Baily Bridge end,
11061,R161,45.547,LRP047e,22.2826382,92.1579444,BS,Bridge,Baily Bridge start,
11062,R161,45.565,LRP047f,22.282433654545454,92.15796714545456,BE,Bridge,Baily Bridge end,
11063,R161,45.569,LRP048,22.2823882,92.1579722,,KmPost,Gohira 45 km,
11064,R161,45.721,LRP048a,22.2811938,92.15775,,Culvert,Box Culvert,
11065,R161,45.768,LRP048b,22.2808327,92.1576111,,Culvert,Box Culvert,
11066,R161,46.049,LRP048c,22.2788604,92.1576667,BS,Bridge,Baily Bridge start,
11067,R161,46.068,LRP048d,22.2788327,92.1575,BE,Bridge,Baily Bridge end,
11068,R161,46.187,LRP048e,22.2780271,92.1568333,BS,Bridge,Baily Bridge start,
11069,R161,46.2,LRP048f,22.277916,92.15675,BE,Bridge,Baily Bridge end,
11070,R161,46.569,LRP049,22.2747493,92.1569444,,KmPost,Km post missing,
11071,R161,47.03,LRP049a,22.2713049,92.15475,BS,Bridge,Bridge start,
11072,R161,47.064,LRP049b,22.2710549,92.1545833,BE,Bridge,Bridge end,
11073,R161,47.419,LRP049c,22.268166,92.1531944,,Culvert,Box culvert,
11074,R161,47.569,LRP050,22.2671104,92.1531944,,KmPost,Km post missing,
11075,R161,47.693,LRP050a,22.2664722,92.1525833,,Culvert,Box Culvert,
11076,R161,47.937,LRP050b,22.2645278,92.1517222,,Culvert,Box Culvert,
11077,R161,48.569,LRP051,22.2597222,92.1544167,,KmPost,Gohira 47 km,
11078,R161,48.657,LRP051a,22.2591944,92.1548333,,Culvert,Slab Culvert,
11079,R161,48.839,LRP051b,22.2577778,92.1553333,BS,Bridge,Baily Bridge start,
11080,R161,48.86,LRP051c,22.2575833,92.1553333,BE,Bridge,Baily Bridge end,
11081,R161,49.114,LRP051d,22.2555278,92.1552778,,Culvert,Box Culvert,
11082,R161,49.15,LRP051e,22.2553056,92.15525,,"SideRoad,Right",Road to Khanhat (Z1026),
11083,R161,49.302,LRP051f,22.2544167,92.1561944,,Culvert,Box Culvert,
11084,R161,49.443,LRP051g,22.2546944,92.1573889,BS,Bridge,Baily Bridge start,
11085,R161,49.452,LRP051h,22.2546944,92.1574444,BE,Bridge,Baily Bridge end,
11086,R161,49.569,LRP052,22.2543056,92.1585278,,KmPost,Gohira 48 km,
11087,R161,50.247,LRP052a,22.2544444,92.1646389,,Culvert,Box Culvert,
11088,R161,50.518,LRP052b,22.2537222,92.1669438,BS,Bridge,Bridge start,
11089,R161,50.538,LRP052c,22.2536389,92.1671104,BE,Bridge,Bridge end,
11090,R161,50.569,LRP053,22.2533889,92.167416,,KmPost,Gohira 49 km,
11091,R161,50.978,LRP053a,22.2528056,92.1709716,BS,Bridge,Bridge start,
11092,R161,50.987,LRP053b,22.2528056,92.1710827,BE,Bridge,Bridge end,
11093,R161,51.569,LRP054,22.2518889,92.1750827,,KmPost,Gohira 50 km,
11094,R161,52.569,LRP055,22.2441108,92.1786382,,KmPost,Gohira 51 km,
11095,R161,52.77,LRP056,22.2429719,92.1794716,,KmPost,Gohira 52 km,
11096,R161,52.839,LRP056a,22.2424441,92.1796104,BS,Bridge,Baily Bridge start,
11097,R161,52.857,LRP056b,22.2423886,92.1797771,BE,Bridge,Baily Bridge end,
11098,R161,53.714,LRP056c,22.2359163,92.1832771,,Culvert,Box Culvert,
11099,R161,53.77,LRP057,22.2356108,92.1837219,,KmPost,Gohira 53 km,
11100,R161,53.853,LRP057a,22.2351941,92.1843886,,Culvert,Box Culvert,
11101,R161,54.041,LRP057b,22.2340552,92.183583,,Culvert,Box Culvert,
11102,R161,54.366,LRP057c,22.231416,92.1842219,,Culvert,Box Culvert,
11103,R161,54.77,LRP058,22.2311382,92.186583,,KmPost,Km post missing,
11104,R161,54.791,LRP058a,22.2311382,92.1867774,,Culvert,Box Culvert,
11105,R161,55.05,LRP058b,22.2311382,92.1891941,,Culvert,Box Culvert,
11106,R161,55.28,LRP058c,22.2306104,92.1911941,,Culvert,Box Culvert,
11107,R161,55.724,LRP058d,22.2283327,92.1943886,BS,Bridge,Baily Bridge start,
11108,R161,55.745,LRP058e,22.2282216,92.1944719,BE,Bridge,Baily Bridge end,
11109,R161,55.814,LRP059,22.2277771,92.1947497,,KmPost,Gohira 54 km,
11110,R161,56.23,LRP059a,22.224666,92.1968886,,Culvert,Box Culvert,
11111,R161,56.503,LRP059b,22.2231382,92.1989163,BS,Bridge,Bridge start,
11112,R161,56.553,LRP059c,22.2229438,92.1993052,BE,Bridge,Bridge end,
11113,R161,56.665,LRP059d,22.2233882,92.20025,,Culvert,Box Culvert,
11114,R161,56.814,LRP060,22.2231938,92.2015556,,KmPost,Gohira 55 km,
11115,R161,57.231,LRP060a,22.2210549,92.2044167,,Culvert,Box Culvert,
11116,R161,57.829,LRP061,22.2178604,92.2086944,,KmPost,Gohira 56 km,
11117,R161,58.474,LRP061a,22.2125,92.2109722,,Culvert,Box Culvert,
11118,R161,58.512,LRP061b,22.2121667,92.2110278,,Culvert,Box Culvert,
11119,R161,58.831,LRP062,22.2093889,92.2116944,,KmPost,Gohira 57 km,
11120,R161,58.917,LRP062a,22.2087222,92.2119722,BS,Bridge,Bridge start,
11121,R161,58.93,LRP062b,22.2086667,92.2120556,BE,Bridge,Bridge end,
11122,R161,59.219,LRP062c,22.2070833,92.2142778,,Culvert,Box Culvert,
11123,R161,59.386,LRP062d,22.2061944,92.2155,,Culvert,Slab Culvert,
11124,R161,59.707,LRP062e,22.2035,92.2166111,,Culvert,Box Culvert,
11125,R161,59.831,LRP063,22.2026389,92.2173604,,KmPost,Gohira 58 km,
11126,R161,59.994,LRP063a,22.2014444,92.2180827,,"SideRoad,Left",Road to Rowangchhari (Z 1813),
11127,R161,60.687,LRP063b,22.197258415053764,92.21716275698924,,Bridge,Bridge start,
11128,R161,60.831,LRP064,22.1963886,92.2169716,,KmPost,Km post missing,
11129,R161,60.863,LRP064a,22.1962774,92.217166,,Bridge,Bridge end,
11130,R161,61.178,LRPE,22.1959719,92.1962497,,Others,End of road at Bandarban Intersecting with N108.,
11131,R162,0.0,LRPS,22.648833,92.1379719,,Others,Road start from N 106 at Manikchhari Army Checkpost,
11132,R162,1.01,LRP001,22.6570833,92.1348052,,KmPost,Info missing,
11133,R162,2.01,LRP002,22.6632778,92.128916,,KmPost,Mohalchhari 40 Km,
11134,R162,3.01,LRP003,22.6713327,92.1281104,,KmPost,Info missing,
11135,R162,4.01,LRP004,22.6791382,92.123666,,KmPost,Mohalchhari 38 Km,
11136,R162,5.01,LRP005,22.6856663,92.117666,,KmPost,Info missing,
11137,R162,6.01,LRP006,22.6893886,92.1092778,,KmPost,Info missing,
11138,R162,7.01,LRP007,22.6954163,92.1036667,,KmPost,Mohalchhari 35 km,
11139,R162,8.04,LRP008,22.7043056,92.1032778,,KmPost,Info missing,
11140,R162,9.04,LRP009,22.7110833,92.0971663,,KmPost,Mohalchhari 33 km,
11141,R162,10.04,LRP010,22.7175549,92.0906108,,KmPost,Mohalchhari 32 km,
11142,R162,11.035,LRP011,22.7228604,92.0832771,,KmPost,Info missing,
11143,R162,11.594,LRP011a,22.7269438,92.080166,BS,Bridge,Bridge Start,
11144,R162,11.664,LRP011b,22.7272771,92.0796104,BE,Bridge,Bridge End,
11145,R162,12.045,LRP012,22.7290549,92.0764716,,KmPost,Info missing,
11146,R162,13.04,LRP013,22.734583,92.0684716,,KmPost,Mohalchhari 29 km,
11147,R162,14.04,LRP014,22.7391941,92.0612222,,KmPost,Info missing,
11148,R162,15.04,LRP015,22.7457497,92.0550556,,KmPost,Info missing,
11149,R162,16.04,LRP016,22.7528611,92.0494997,,KmPost,Mohalchhari 26 km,
11150,R162,17.04,LRP017,22.7605,92.0444997,,KmPost,Mohalchhari 25 km,
11151,R162,18.06,LRP018,22.766916,92.0383052,,KmPost,Info missing,
11152,R162,19.06,LRP019,22.7752493,92.0348608,,KmPost,Mohalchhari 23 km,
11153,R162,20.07,LRP020,22.7834719,92.0331382,,KmPost,Info missing,
11154,R162,21.07,LRP021,22.7917497,92.0307493,,KmPost,Info missing,
11155,R162,22.07,LRP022,22.7989719,92.0343886,,KmPost,Km post missing,
11156,R162,23.07,LRP023,22.8055278,92.0373052,,KmPost,Info missing,
11157,R162,23.865,LRP023a,22.81225,92.0384163,,Culvert,Box Culvert,
11158,R162,23.95,LRP023b,22.8130278,92.0384441,,"SideRoad,Right",Z-1612 ( Bogachhari Longadu Road),
11159,R162,24.12,LRP024,22.8141111,92.0384997,,KmPost,Mohalchhari 18 km,
11160,R162,25.075,LRP024a,22.8218327,92.0370552,BS,Bridge,Bridge Start,
11161,R162,25.11,LRP024b,22.8220827,92.0369997,BE,Bridge,Bridge End,
11162,R162,25.12,LRP025,22.8221938,92.0369441,,KmPost,Info missing,
11163,R162,26.12,LRP026,22.829916,92.0342219,,KmPost,Mohalchhari 16 km,
11164,R162,27.025,LRP026a,22.8376941,92.0324716,BS,Bridge,Bridge Start,
11165,R162,27.055,LRP026b,22.8379163,92.0322493,BE,Bridge,Bridge End,
11166,R162,27.12,LRP027,22.8384163,92.0318049,,KmPost,Mohalchhari 15 km,
11167,R162,28.12,LRP028,22.8463052,92.0289438,,KmPost,Info missing,
11168,R162,28.722,LRP028a,22.8515833,92.0285271,BS,Bridge,Bridge Start,
11169,R162,28.765,LRP028b,22.8519167,92.0284438,BE,Bridge,Bridge End,
11170,R162,29.12,LRP029,22.8544722,92.0262771,,KmPost,Mohalchhari 13 km,
11171,R162,30.16,LRP030,22.8618333,92.0265549,,KmPost,Mohalchhari 12 km,
11172,R162,31.155,LRP031,22.8665278,92.0335274,,KmPost,Mohalchhari 11 km,
11173,R162,31.747,LRP031a,22.8707493,92.0328604,,Culvert,Box Culvert,
11174,R162,32.155,LRP032,22.8733604,92.0299438,,KmPost,Km post missing,
11175,R162,32.465,LRP032a,22.8756104,92.0283882,,Culvert,Box Culvert,
11176,R162,33.145,LRP033,22.8806938,92.0258327,,KmPost,Mohalchhari 9 km,
11177,R162,34.14,LRP034,22.8877219,92.0308604,,KmPost,Mohalchhari 8 km,
11178,R162,34.384,LRP034a,22.8896941,92.0200271,BS,Bridge,Bridge Start,
11179,R162,34.411,LRP034b,22.8899719,92.019916,BE,Bridge,Bridge End,
11180,R162,35.14,LRP035,22.8956386,92.0165278,,KmPost,Info missing,
11181,R162,36.016,LRP035a,22.903,92.0176382,,Culvert,Box Culvert,
11182,R162,36.14,LRP036,22.9041111,92.017916,,KmPost,Info missing,
11183,R162,36.243,LRP036a,22.9049722,92.0176104,,Culvert,Box Culvert,
11184,R162,37.14,LRP037,22.91225,92.0158056,,KmPost,Mohalchhari 5 km,
11185,R162,38.12,LRP038,22.9203604,92.0128056,,KmPost,Mohalchhari 4 km,
11186,R162,38.153,LRP038a,22.9205549,92.0126944,,Culvert,Box Culvert,
11187,R162,38.44,LRP038b,22.9230271,92.0124444,,CrossRoad,"Z1602, Left Jaliapara, Right Mahalchhari Road",
11188,R162,38.645,LRP039,22.9248882,92.0130556,,KmPost,Khagrachhari 23 km,
11189,R162,39.49,LRP039a,22.9307216,92.0169438,,Culvert,Box Culvert,
11190,R162,39.665,LRP040,22.9322493,92.0170271,,KmPost / KmPost,Khagrachhari 22 km/ Start of Khagrachari road Division / Khagrachhari 22 km/ Start of Khagrachari road Division,
11191,R162,40.645,LRP041,22.9412219,92.0172493,,KmPost,Km post missing,
11192,R162,40.92,LRP041a,22.9434163,92.0182771,,Culvert,Box Culvert,
11193,R162,41.625,LRP042,22.9496663,92.0181382,,KmPost,Khagrachhari 20 km,
11194,R162,41.953,LRP042a,22.95225,92.0187493,BS,Bridge,Bridge Start,
11195,R162,41.983,LRP042b,22.9524722,92.0186382,BE,Bridge,Bridge End,
11196,R162,42.625,LRP043,22.958,92.0198049,,KmPost,Km post missing,
11197,R162,43.142,LRP043a,22.9588333,92.0200549,,Culvert,Box Culvert,
11198,R162,43.44,LRP043b,22.9650556,92.0208327,,Culvert,Box Culvert,
11199,R162,43.625,LRP044,22.9666389,92.0197493,,KmPost,Km post missing,
11200,R162,44.625,LRP045,22.9748882,92.018666,,KmPost,Km post missing,
11201,R162,45.615,LRP046,22.9831382,92.0156111,,KmPost,Khagrachhari 16 km,
11202,R162,46.565,LRP047,22.9909719,92.0165278,,KmPost,Khagrachhari 15 km,
11203,R162,46.588,LRP047a,22.9912219,92.0165,,Culvert,Box Culvert,
11204,R162,47.605,LRP048,22.998583,92.0112222,,KmPost,Khagrachhari 14 km,
11205,R162,48.605,LRP049,23.0050556,92.0111667,,KmPost,Khagrachhari 13 km,
11206,R162,48.641,LRP049a,23.0053611,92.0111667,BS,Bridge,Bridge Start,
11207,R162,48.671,LRP049b,23.0056389,92.0111389,BE,Bridge,Bridge End,
11208,R162,49.535,LRP049c,23.0118889,92.0137222,,Culvert,Box Culvert,
11209,R162,49.595,LRP050,23.0121944,92.014,,KmPost,Khagrachhari 12 km,
11210,R162,50.362,LRP050a,23.0186938,92.0131667,,Culvert,Box Culvert,
11211,R162,50.595,LRP051,23.0205549,92.0143611,,KmPost,Khagrachhari 11 km,
11212,R162,51.067,LRP051a,23.024416,92.0146389,,Culvert,Box Culvert,
